what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355818278089
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355818282183
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355818339693
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355818343236
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355818399989
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355818403889
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355818460211
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355818463122
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355818520467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355818523316
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355818571684
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355820746028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355820756008
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355822557221
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355822803798
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355822806674
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355822864023
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355822866910
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355822871012
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355827758138
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355827764601
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355827780398
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355827828279
executed,command,org.testng.eclipse,6.8.0.20121120_1820,"org.testng.eclipse.shortcut.testngSuite.run",1355827833660
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355827845946
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355827845999
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355827846207
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355827924823
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355827934368
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1355827935424
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355827939006
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1355827996540
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1355828002168
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355828003526
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355828012570
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355828015326
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355828028583
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355828184721
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355828185838
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1355828206675
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355828208980
executed,command,org.testng.eclipse,6.8.0.20121120_1820,"org.testng.eclipse.shortcut.testngSuite.run",1355828211361
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355828217802
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355828217826
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355828217982
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355828445226
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355828450422
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355828573130
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355829480701
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355829483915
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355829488145
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355833377398
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1355833541016
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355833544815
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355833548353
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355833551158
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355833596461
executed,command,org.testng.eclipse,6.8.0.20121120_1820,"org.testng.eclipse.shortcut.testngSuite.run",1355833598244
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355833598728
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355833649438
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355833657290
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355833657380
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355833657532
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355833868848
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355833870845
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355833914282
executed,command,org.testng.eclipse,6.8.0.20121120_1820,"org.testng.eclipse.shortcut.testngSuite.run",1355833917776
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355833921825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355833921835
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355833922024
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355834095448
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1355834096676
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355834100998
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355834102038
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355834102856
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1355978538824
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1355978538824
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1355978538840
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1355978538855
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1355978538871
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1355978538887
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1355978538902
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1355978538902
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1355978538918
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1355978538918
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1355978538933
