what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wb.os,1.3.0.r37x201202052311,"org.eclipse.wb.os",1355979960993
started,bundle,org.eclipse.wb.os.win32,1.3.0.r37x201202052311,"org.eclipse.wb.os.win32",1355979961009
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355979964238
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355979983411
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355979990961
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980013332
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980014221
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980020134
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980022911
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980047606
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980048651
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980063534
executed,command,org.testng.eclipse,6.8.0.20121120_1820,"org.testng.eclipse.shortcut.testngSuite.run",1355980069166
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980073131
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980073146
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980073302
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980186424
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980188343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980391520
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355980399366
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355980400755
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355980400755
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355980400755
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355980400770
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355980404389
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355980404389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980479580
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980496803
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355980498332
executed,command,org.testng.eclipse,6.8.0.20121120_1820,"org.testng.eclipse.shortcut.testngSuite.run",1355980501374
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980506024
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980506040
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980506196
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980596620
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355980600115
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1355980605918
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980607774
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980618085
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355980619521
executed,command,org.testng.eclipse,6.8.0.20121120_1820,"org.testng.eclipse.shortcut.testngSuite.run",1355980621361
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980625341
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980625357
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980625528
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980823243
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1355980824818
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980826098
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980841276
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980843632
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980848282
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980849999
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980850670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980850982
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980886810
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355980888550
executed,command,org.testng.eclipse,6.8.0.20121120_1820,"org.testng.eclipse.shortcut.testngSuite.run",1355980890406
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980894221
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980894237
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355980894393
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355981091627
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355981092813
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355981096089
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355981096089
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355981099709
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355981099724
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355981231312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355981234637
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355981251944
opened,editor,,,"org.eclipse.ui.systemInPlaceEditor",1355981252334
activated,editor,,,"org.eclipse.ui.systemInPlaceEditor",1355981252365
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355981257187
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355981290020
activated,editor,,,"org.eclipse.ui.systemInPlaceEditor",1355981290239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355981298511
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355981298823
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355981298854
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355981305783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355981306510
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355981322224
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355981324116
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355981325453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355981328645
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355981330018
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355981331157
closed,editor,,,"org.eclipse.ui.systemInPlaceEditor",1355981331157
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355981332811
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355981338633
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355981409765
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355981422099
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355981746801
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355981750748
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355981807029
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355981809915
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355981867254
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355981870156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355981927469
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355981930504
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355981987705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355981990637
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355982150398
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355982152217
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355982231722
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355982234269
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1355982269824
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355982270957
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355982273842
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355982273864
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355982296385
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355982299877
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1355982300143
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355982305837
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355982310191
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1355982337598
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1355982342529
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1355982353325
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355982355073
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355982357477
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355982363744
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355982373272
