what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355999656696
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355999657150
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355999872629
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355999873456
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355999874800
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355999887230
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355999925229
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355999983611
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355999985147
executed,command,org.testng.eclipse,6.8.0.20121120_1820,"org.testng.eclipse.shortcut.testngSuite.run",1355999987079
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355999992451
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355999992484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355999992623
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356000240117
executed,command,org.testng.eclipse,6.8.0.20121120_1820,"org.testng.eclipse.shortcut.testngSuite.run",1356000242545
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356000247508
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356000247537
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356000247689
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356002412084
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356002412277
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356002494206
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1356002502723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356002559740
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356002565324
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1356002575291
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1356002580698
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1356002580927
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1356002583551
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1356002583831
executed,command,org.testng.eclipse,6.8.0.20121120_1820,"org.testng.eclipse.shortcut.testngSuite.debug",1356002585771
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1356002658577
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356002663254
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356002664928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356002666314
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356002674825
activated,view,org.testng.eclipse,6.8.0.20121120_1820,"org.testng.eclipse.ResultView",1356002679931
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356002681829
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356002701462
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1356002703588
executed,command,org.testng.eclipse,6.8.0.20121120_1820,"org.testng.eclipse.shortcut.testngSuite.run",1356002705923
